Player,X,Y,Command,Left,Right,Up,Down,A,B,Y_btn,L,R
11,58,191,!>+!Y,0,1,0,0,0,0,1,0,0
11,58,192,None,0,0,0,0,0,0,0,0,0
11,58,192,-,0,1,0,0,0,0,0,0,0
11,58,192,!>,0,1,0,0,0,0,0,0,0
11,58,192,v+>,0,0,0,0,0,0,0,0,0
11,58,192,-,0,1,0,1,0,0,0,0,0
11,58,192,!v+!>,0,1,0,1,0,0,0,0,0
11,58,192,v,0,0,0,0,0,0,0,0,0
11,58,192,-,0,0,0,1,0,0,0,0,0
11,58,192,!v,0,0,0,1,0,0,0,0,0
11,58,192,v+<,0,0,0,0,0,0,0,0,0
11,58,192,-,1,0,0,1,0,0,0,0,0
11,58,188,!v+!<,1,0,0,1,0,0,0,0,0
11,58,188,<+Y,0,0,0,0,0,0,0,0,0
11,58,184,-,1,0,0,0,0,0,1,0,0
11,58,184,!<+!Y,1,0,0,0,0,0,1,0,0
11,58,182,None,0,0,0,0,0,0,0,0,0
11,58,178,-,1,0,0,0,0,0,0,0,0
11,58,178,!<,1,0,0,0,0,0,0,0,0
11,58,177,v+<,0,0,0,0,0,0,0,0,0
11,58,177,-,1,0,0,1,0,0,0,0,0
11,58,177,!v+!<,1,0,0,1,0,0,0,0,0
11,58,177,v,0,0,0,0,0,0,0,0,0
11,58,176,-,0,0,0,1,0,0,0,0,0
11,58,176,!v,0,0,0,1,0,0,0,0,0
11,58,177,v+>,0,0,0,0,0,0,0,0,0
11,58,177,-,0,1,0,1,0,0,0,0,0
11,58,177,!v+!>,0,1,0,1,0,0,0,0,0
11,58,177,>+Y,0,0,0,0,0,0,0,0,0
11,58,179,-,0,1,0,0,0,0,1,0,0
11,58,179,!>+!Y,0,1,0,0,0,0,1,0,0
11,58,182,None,0,0,0,0,0,0,0,0,0
11,58,184,-,1,0,0,0,0,0,0,0,0
11,58,184,!<,1,0,0,0,0,0,0,0,0
11,58,191,v+<,0,0,0,0,0,0,0,0,0
11,58,191,-,1,0,0,1,0,0,0,0,0
11,58,192,!v+!<,1,0,0,1,0,0,0,0,0
11,58,192,v,0,0,0,0,0,0,0,0,0
11,58,192,-,0,0,0,1,0,0,0,0,0
11,58,192,!v,0,0,0,1,0,0,0,0,0
11,58,192,v+>,0,0,0,0,0,0,0,0,0
11,58,192,-,0,1,0,1,0,0,0,0,0
11,58,192,!v+!>,0,1,0,1,0,0,0,0,0
11,58,192,>+Y,0,0,0,0,0,0,0,0,0
11,58,192,-,0,1,0,0,0,0,1,0,0
11,58,192,!>+!Y,0,1,0,0,0,0,1,0,0
11,58,192,None,0,0,0,0,0,0,0,0,0
11,55,192,>,0,1,0,0,0,0,0,0,0
11,55,192,!>,0,1,0,0,0,0,0,0,0
11,55,192,None,0,0,0,0,0,0,0,0,0
11,55,192,v+R,0,0,0,1,0,0,0,0,1
11,55,192,v+R,0,0,0,1,0,0,0,0,1
11,55,192,!v+!R,0,0,0,1,0,0,0,0,0
11,55,192,None,0,0,0,0,0,0,0,0,0
11,55,192,<,1,0,0,0,0,0,0,0,0
11,55,192,!<,1,0,0,0,0,0,0,0,0
11,55,192,None,0,0,0,0,0,0,0,0,0
11,55,192,v+R,0,0,0,1,0,0,0,0,1
11,55,192,v+R,0,0,0,1,0,0,0,0,1
11,55,192,!v+!R,0,0,0,1,0,0,0,0,0
11,55,192,None,0,0,0,0,0,0,0,0,0
11,55,192,v+R,0,0,0,1,0,0,0,0,1
11,55,192,v+R,0,0,0,1,0,0,0,0,1
11,55,192,!v+!R,0,0,0,1,0,0,0,0,0
11,55,192,None,0,0,0,0,0,0,0,0,0
11,55,192,v+R,0,0,0,1,0,0,0,0,1
11,55,192,v+R,0,0,0,1,0,0,0,0,1
11,55,192,!v+!R,0,0,0,1,0,0,0,0,0
11,55,192,None,0,0,0,0,0,0,0,0,0
11,55,192,<,1,0,0,0,0,0,0,0,0
11,55,192,!<,1,0,0,0,0,0,0,0,0
11,55,192,None,0,0,0,0,0,0,0,0,0
11,55,192,>+^+B,0,1,1,0,0,1,0,0,0
11,55,192,!>+!^+!B,0,1,1,0,0,1,0,0,0
11,55,192,None,0,0,0,0,0,0,0,0,0
11,55,192,-,1,0,0,0,0,0,0,0,0
11,55,192,!<,1,0,0,0,0,0,0,0,0
11,55,192,v+<,0,0,0,0,0,0,0,0,0
11,55,192,-,1,0,0,1,0,0,0,0,0
11,55,192,!v+!<,1,0,0,1,0,0,0,0,0
11,55,192,v,0,0,0,0,0,0,0,0,0
11,55,192,-,0,0,0,1,0,0,0,0,0
11,55,192,!v,0,0,0,1,0,0,0,0,0
11,55,192,v+>,0,0,0,0,0,0,0,0,0
11,55,192,-,0,1,0,1,0,0,0,0,0
11,55,192,!v+!>,0,1,0,1,0,0,0,0,0
11,55,192,>+Y,0,0,0,0,0,0,0,0,0
11,55,192,-,0,1,0,0,0,0,1,0,0
11,55,192,!>+!Y,0,1,0,0,0,0,1,0,0
11,55,192,None,0,0,0,0,0,0,0,0,0
11,55,192,<,1,0,0,0,0,0,0,0,0
11,55,192,!<,1,0,0,0,0,0,0,0,0
11,79,192,None,0,0,0,0,0,0,0,0,0
10,147,192,>+^+B,0,1,1,0,0,1,0,0,0
10,147,192,!>+!^+!B,0,1,1,0,0,1,0,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,0,0,0,0,0,0
10,147,192,!>,0,1,0,0,0,0,0,0,0
10,147,192,v+>,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,1,0,0,0,0,0
10,147,192,!v+!>,0,1,0,1,0,0,0,0,0
10,147,192,v,0,0,0,0,0,0,0,0,0
10,183,192,-,0,0,0,1,0,0,0,0,0
10,183,192,!v,0,0,0,1,0,0,0,0,0
10,147,192,v+<,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,1,0,0,0,0,0
10,147,192,!v+!<,1,0,0,1,0,0,0,0,0
10,147,192,<+Y,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,0,0,0,1,0,0
10,147,192,!<+!Y,1,0,0,0,0,0,1,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,<,1,0,0,0,0,0,0,0,0
10,147,192,!<,1,0,0,0,0,0,0,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,<,1,0,0,0,0,0,0,0,0
10,147,192,!<,1,0,0,0,0,0,0,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,<,1,0,0,0,0,0,0,0,0
10,147,192,!<,1,0,0,0,0,0,0,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,v+R,0,0,0,1,0,0,0,0,1
10,147,192,v+R,0,0,0,1,0,0,0,0,1
10,147,192,!v+!R,0,0,0,1,0,0,0,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,0,0,0,0,0,0
10,147,192,!>,0,1,0,0,0,0,0,0,0
10,147,192,v+>,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,1,0,0,0,0,0
10,147,192,!v+!>,0,1,0,1,0,0,0,0,0
10,147,192,v,0,0,0,0,0,0,0,0,0
10,147,192,-,0,0,0,1,0,0,0,0,0
10,147,192,!v,0,0,0,1,0,0,0,0,0
10,147,192,v+<,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,1,0,0,0,0,0
10,147,192,!v+!<,1,0,0,1,0,0,0,0,0
10,147,192,<+Y,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,0,0,0,1,0,0
10,147,192,!<+!Y,1,0,0,0,0,0,1,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,>+^+B,0,1,1,0,0,1,0,0,0
10,147,192,!>+!^+!B,0,1,1,0,0,1,0,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,175,192,-,0,1,0,0,0,0,0,0,0
10,175,192,!>,0,1,0,0,0,0,0,0,0
10,147,192,v+>,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,1,0,0,0,0,0
10,147,192,!v+!>,0,1,0,1,0,0,0,0,0
10,147,192,v,0,0,0,0,0,0,0,0,0
10,147,192,-,0,0,0,1,0,0,0,0,0
10,147,192,!v,0,0,0,1,0,0,0,0,0
10,147,192,v+<,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,1,0,0,0,0,0
10,147,192,!v+!<,1,0,0,1,0,0,0,0,0
10,147,192,<+Y,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,0,0,0,1,0,0
10,147,192,!<+!Y,1,0,0,0,0,0,1,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,0,0,0,0,0,0
10,147,192,!<,1,0,0,0,0,0,0,0,0
10,147,192,v+<,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,1,0,0,0,0,0
10,147,192,!v+!<,1,0,0,1,0,0,0,0,0
10,147,192,v,0,0,0,0,0,0,0,0,0
10,147,192,-,0,0,0,1,0,0,0,0,0
10,147,192,!v,0,0,0,1,0,0,0,0,0
10,147,192,v+>,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,1,0,0,0,0,0
10,147,192,!v+!>,0,1,0,1,0,0,0,0,0
10,147,192,>+Y,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,0,0,0,1,0,0
10,147,192,!>+!Y,0,1,0,0,0,0,1,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,0,0,0,0,0,0
10,147,192,!<,1,0,0,0,0,0,0,0,0
10,147,192,v+<,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,1,0,0,0,0,0
10,147,192,!v+!<,1,0,0,1,0,0,0,0,0
10,147,192,v,0,0,0,0,0,0,0,0,0
10,175,192,-,0,0,0,1,0,0,0,0,0
10,175,192,!v,0,0,0,1,0,0,0,0,0
10,147,192,v+>,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,1,0,0,0,0,0
10,175,192,!v+!>,0,1,0,1,0,0,0,0,0
10,175,192,>+Y,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,0,0,0,1,0,0
10,147,192,!>+!Y,0,1,0,0,0,0,1,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,0,0,0,0,0,0
10,147,192,!<,1,0,0,0,0,0,0,0,0
10,147,192,v+<,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,1,0,0,0,0,0
10,147,192,!v+!<,1,0,0,1,0,0,0,0,0
10,147,192,v,0,0,0,0,0,0,0,0,0
10,175,192,-,0,0,0,1,0,0,0,0,0
10,175,192,!v,0,0,0,1,0,0,0,0,0
10,147,192,v+>,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,1,0,0,0,0,0
10,147,192,!v+!>,0,1,0,1,0,0,0,0,0
10,147,192,>+Y,0,0,0,0,0,0,0,0,0
10,175,192,-,0,1,0,0,0,0,1,0,0
10,175,192,!>+!Y,0,1,0,0,0,0,1,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,>+^+B,0,1,1,0,0,1,0,0,0
10,147,192,!>+!^+!B,0,1,1,0,0,1,0,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,175,192,-,0,1,0,0,0,0,0,0,0
10,175,192,!>,0,1,0,0,0,0,0,0,0
10,175,192,v+>,0,0,0,0,0,0,0,0,0
10,175,192,-,0,1,0,1,0,0,0,0,0
10,175,192,!v+!>,0,1,0,1,0,0,0,0,0
10,175,192,v,0,0,0,0,0,0,0,0,0
10,147,192,-,0,0,0,1,0,0,0,0,0
10,147,192,!v,0,0,0,1,0,0,0,0,0
10,147,192,v+<,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,1,0,0,0,0,0
10,147,192,!v+!<,1,0,0,1,0,0,0,0,0
10,147,192,<+Y,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,0,0,0,1,0,0
10,147,192,!<+!Y,1,0,0,0,0,0,1,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,>+^+B,0,1,1,0,0,1,0,0,0
10,147,192,!>+!^+!B,0,1,1,0,0,1,0,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,175,192,-,0,1,0,0,0,0,0,0,0
10,175,192,!>,0,1,0,0,0,0,0,0,0
10,175,192,v+>,0,0,0,0,0,0,0,0,0
10,175,192,-,0,1,0,1,0,0,0,0,0
10,147,192,!v+!>,0,1,0,1,0,0,0,0,0
10,147,192,v,0,0,0,0,0,0,0,0,0
10,147,192,-,0,0,0,1,0,0,0,0,0
10,147,192,!v,0,0,0,1,0,0,0,0,0
10,147,192,v+<,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,1,0,0,0,0,0
10,147,192,!v+!<,1,0,0,1,0,0,0,0,0
10,147,192,<+Y,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,0,0,0,1,0,0
10,147,192,!<+!Y,1,0,0,0,0,0,1,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,0,0,0,0,0,0
10,147,192,!<,1,0,0,0,0,0,0,0,0
10,147,192,v+<,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,1,0,0,0,0,0
10,203,192,!v+!<,1,0,0,1,0,0,0,0,0
10,203,192,v,0,0,0,0,0,0,0,0,0
10,203,192,-,0,0,0,1,0,0,0,0,0
10,203,192,!v,0,0,0,1,0,0,0,0,0
10,147,192,v+>,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,1,0,0,0,0,0
10,147,192,!v+!>,0,1,0,1,0,0,0,0,0
10,147,192,>+Y,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,0,0,0,1,0,0
10,147,192,!>+!Y,0,1,0,0,0,0,1,0,0
10,203,192,None,0,0,0,0,0,0,0,0,0
10,203,192,>+^+B,0,1,1,0,0,1,0,0,0
10,203,192,!>+!^+!B,0,1,1,0,0,1,0,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,175,192,-,1,0,0,0,0,0,0,0,0
10,175,192,!<,1,0,0,0,0,0,0,0,0
10,147,192,v+<,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,1,0,0,0,0,0
10,147,192,!v+!<,1,0,0,1,0,0,0,0,0
10,147,192,v,0,0,0,0,0,0,0,0,0
10,147,192,-,0,0,0,1,0,0,0,0,0
10,147,192,!v,0,0,0,1,0,0,0,0,0
10,147,192,v+>,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,1,0,0,0,0,0
10,147,192,!v+!>,0,1,0,1,0,0,0,0,0
10,147,192,>+Y,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,0,0,0,1,0,0
10,147,192,!>+!Y,0,1,0,0,0,0,1,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,>+^+B,0,1,1,0,0,1,0,0,0
10,147,192,!>+!^+!B,0,1,1,0,0,1,0,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,175,192,-,0,1,0,0,0,0,0,0,0
10,175,192,!>,0,1,0,0,0,0,0,0,0
10,175,192,v+>,0,0,0,0,0,0,0,0,0
10,175,192,-,0,1,0,1,0,0,0,0,0
10,175,192,!v+!>,0,1,0,1,0,0,0,0,0
10,175,192,v,0,0,0,0,0,0,0,0,0
10,147,192,-,0,0,0,1,0,0,0,0,0
10,147,192,!v,0,0,0,1,0,0,0,0,0
10,147,192,v+<,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,1,0,0,0,0,0
10,203,192,!v+!<,1,0,0,1,0,0,0,0,0
10,203,192,<+Y,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,0,0,0,1,0,0
10,147,192,!<+!Y,1,0,0,0,0,0,1,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,203,192,>+^+B,0,1,1,0,0,1,0,0,0
10,203,192,!>+!^+!B,0,1,1,0,0,1,0,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,203,192,-,1,0,0,0,0,0,0,0,0
10,203,192,!<,1,0,0,0,0,0,0,0,0
10,147,192,v+<,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,1,0,0,0,0,0
10,147,192,!v+!<,1,0,0,1,0,0,0,0,0
10,147,192,v,0,0,0,0,0,0,0,0,0
10,175,192,-,0,0,0,1,0,0,0,0,0
10,175,192,!v,0,0,0,1,0,0,0,0,0
10,147,192,v+>,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,1,0,0,0,0,0
10,147,192,!v+!>,0,1,0,1,0,0,0,0,0
10,147,192,>+Y,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,0,0,0,1,0,0
10,147,192,!>+!Y,0,1,0,0,0,0,1,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,0,0,0,0,0,0
10,147,192,!<,1,0,0,0,0,0,0,0,0
10,147,192,v+<,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,1,0,0,0,0,0
10,147,192,!v+!<,1,0,0,1,0,0,0,0,0
10,147,192,v,0,0,0,0,0,0,0,0,0
10,175,192,-,0,0,0,1,0,0,0,0,0
10,175,192,!v,0,0,0,1,0,0,0,0,0
10,147,192,v+>,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,1,0,0,0,0,0
10,147,192,!v+!>,0,1,0,1,0,0,0,0,0
10,147,192,>+Y,0,0,0,0,0,0,0,0,0
10,175,192,-,0,1,0,0,0,0,1,0,0
10,175,192,!>+!Y,0,1,0,0,0,0,1,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,0,0,0,0,0,0
10,147,192,!>,0,1,0,0,0,0,0,0,0
10,147,192,v+>,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,1,0,0,0,0,0
10,203,192,!v+!>,0,1,0,1,0,0,0,0,0
10,203,192,v,0,0,0,0,0,0,0,0,0
10,203,192,-,0,0,0,1,0,0,0,0,0
10,203,192,!v,0,0,0,1,0,0,0,0,0
10,147,192,v+<,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,1,0,0,0,0,0
10,147,192,!v+!<,1,0,0,1,0,0,0,0,0
10,147,192,<+Y,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,0,0,0,1,0,0
10,147,192,!<+!Y,1,0,0,0,0,0,1,0,0
10,203,192,None,0,0,0,0,0,0,0,0,0
10,203,192,-,0,1,0,0,0,0,0,0,0
10,203,192,!>,0,1,0,0,0,0,0,0,0
10,147,192,v+>,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,1,0,0,0,0,0
10,147,192,!v+!>,0,1,0,1,0,0,0,0,0
10,147,192,v,0,0,0,0,0,0,0,0,0
10,175,192,-,0,0,0,1,0,0,0,0,0
10,175,192,!v,0,0,0,1,0,0,0,0,0
10,147,192,v+<,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,1,0,0,0,0,0
10,147,192,!v+!<,1,0,0,1,0,0,0,0,0
10,147,192,<+Y,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,0,0,0,1,0,0
10,147,192,!<+!Y,1,0,0,0,0,0,1,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,>+^+B,0,1,1,0,0,1,0,0,0
10,147,192,!>+!^+!B,0,1,1,0,0,1,0,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,175,192,-,1,0,0,0,0,0,0,0,0
10,175,192,!<,1,0,0,0,0,0,0,0,0
10,147,192,v+<,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,1,0,0,0,0,0
10,147,192,!v+!<,1,0,0,1,0,0,0,0,0
10,147,192,v,0,0,0,0,0,0,0,0,0
10,175,192,-,0,0,0,1,0,0,0,0,0
10,175,192,!v,0,0,0,1,0,0,0,0,0
10,147,192,v+>,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,1,0,0,0,0,0
10,147,192,!v+!>,0,1,0,1,0,0,0,0,0
10,147,192,>+Y,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,0,0,0,1,0,0
10,147,192,!>+!Y,0,1,0,0,0,0,1,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,203,192,>,0,1,0,0,0,0,0,0,0
10,203,192,!>,0,1,0,0,0,0,0,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,203,192,>+^+B,0,1,1,0,0,1,0,0,0
10,203,192,!>+!^+!B,0,1,1,0,0,1,0,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,0,0,0,0,0,0
10,147,192,!<,1,0,0,0,0,0,0,0,0
10,203,192,v+<,0,0,0,0,0,0,0,0,0
10,203,192,-,1,0,0,1,0,0,0,0,0
10,203,192,!v+!<,1,0,0,1,0,0,0,0,0
10,203,192,v,0,0,0,0,0,0,0,0,0
10,147,192,-,0,0,0,1,0,0,0,0,0
10,147,192,!v,0,0,0,1,0,0,0,0,0
10,147,192,v+>,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,1,0,0,0,0,0
10,147,192,!v+!>,0,1,0,1,0,0,0,0,0
10,147,192,>+Y,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,0,0,0,1,0,0
10,147,192,!>+!Y,0,1,0,0,0,0,1,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,0,0,0,0,0,0
10,147,192,!<,1,0,0,0,0,0,0,0,0
10,147,192,v+<,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,1,0,0,0,0,0
10,147,192,!v+!<,1,0,0,1,0,0,0,0,0
10,147,192,v,0,0,0,0,0,0,0,0,0
10,175,192,-,0,0,0,1,0,0,0,0,0
10,175,192,!v,0,0,0,1,0,0,0,0,0
10,147,192,v+>,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,1,0,0,0,0,0
10,147,192,!v+!>,0,1,0,1,0,0,0,0,0
10,147,192,>+Y,0,0,0,0,0,0,0,0,0
10,175,192,-,0,1,0,0,0,0,1,0,0
10,175,192,!>+!Y,0,1,0,0,0,0,1,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,0,0,0,0,0,0
10,147,192,!>,0,1,0,0,0,0,0,0,0
10,147,192,v+>,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,1,0,0,0,0,0
10,203,192,!v+!>,0,1,0,1,0,0,0,0,0
10,203,192,v,0,0,0,0,0,0,0,0,0
10,203,192,-,0,0,0,1,0,0,0,0,0
10,203,192,!v,0,0,0,1,0,0,0,0,0
10,147,192,v+<,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,1,0,0,0,0,0
10,147,192,!v+!<,1,0,0,1,0,0,0,0,0
10,147,192,<+Y,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,0,0,0,1,0,0
10,147,192,!<+!Y,1,0,0,0,0,0,1,0,0
10,203,192,None,0,0,0,0,0,0,0,0,0
10,203,192,>+^+B,0,1,1,0,0,1,0,0,0
10,203,192,!>+!^+!B,0,1,1,0,0,1,0,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,175,192,-,0,1,0,0,0,0,0,0,0
10,175,192,!>,0,1,0,0,0,0,0,0,0
10,147,192,v+>,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,1,0,0,0,0,0
10,147,192,!v+!>,0,1,0,1,0,0,0,0,0
10,147,192,v,0,0,0,0,0,0,0,0,0
10,147,192,-,0,0,0,1,0,0,0,0,0
10,147,192,!v,0,0,0,1,0,0,0,0,0
10,147,192,v+<,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,1,0,0,0,0,0
10,147,192,!v+!<,1,0,0,1,0,0,0,0,0
10,147,192,<+Y,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,0,0,0,1,0,0
10,147,192,!<+!Y,1,0,0,0,0,0,1,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,>+^+B,0,1,1,0,0,1,0,0,0
10,147,192,!>+!^+!B,0,1,1,0,0,1,0,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,175,192,-,1,0,0,0,0,0,0,0,0
10,175,192,!<,1,0,0,0,0,0,0,0,0
10,175,192,v+<,0,0,0,0,0,0,0,0,0
10,175,192,-,1,0,0,1,0,0,0,0,0
10,175,192,!v+!<,1,0,0,1,0,0,0,0,0
10,175,192,v,0,0,0,0,0,0,0,0,0
10,147,192,-,0,0,0,1,0,0,0,0,0
10,147,192,!v,0,0,0,1,0,0,0,0,0
10,147,192,v+>,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,1,0,0,0,0,0
10,203,192,!v+!>,0,1,0,1,0,0,0,0,0
10,203,192,>+Y,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,0,0,0,1,0,0
10,147,192,!>+!Y,0,1,0,0,0,0,1,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,203,192,>,0,1,0,0,0,0,0,0,0
10,203,192,!>,0,1,0,0,0,0,0,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,203,192,-,1,0,0,0,0,0,0,0,0
10,203,192,!<,1,0,0,0,0,0,0,0,0
10,147,192,v+<,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,1,0,0,0,0,0
10,147,192,!v+!<,1,0,0,1,0,0,0,0,0
10,147,192,v,0,0,0,0,0,0,0,0,0
10,175,192,-,0,0,0,1,0,0,0,0,0
10,175,192,!v,0,0,0,1,0,0,0,0,0
10,147,192,v+>,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,1,0,0,0,0,0
10,147,192,!v+!>,0,1,0,1,0,0,0,0,0
10,147,192,>+Y,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,0,0,0,1,0,0
10,147,192,!>+!Y,0,1,0,0,0,0,1,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,0,0,0,0,0,0
10,147,192,!<,1,0,0,0,0,0,0,0,0
10,147,192,v+<,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,1,0,0,0,0,0
10,147,192,!v+!<,1,0,0,1,0,0,0,0,0
10,147,192,v,0,0,0,0,0,0,0,0,0
10,175,192,-,0,0,0,1,0,0,0,0,0
10,175,192,!v,0,0,0,1,0,0,0,0,0
10,147,192,v+>,0,0,0,0,0,0,0,0,0
10,147,192,-,0,1,0,1,0,0,0,0,0
10,147,192,!v+!>,0,1,0,1,0,0,0,0,0
10,147,192,>+Y,0,0,0,0,0,0,0,0,0
10,175,192,-,0,1,0,0,0,0,1,0,0
10,175,192,!>+!Y,0,1,0,0,0,0,1,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,>+^+B,0,1,1,0,0,1,0,0,0
10,147,192,!>+!^+!B,0,1,1,0,0,1,0,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,203,192,v+R,0,0,0,1,0,0,0,0,1
10,203,192,v+R,0,0,0,1,0,0,0,0,1
10,147,192,!v+!R,0,0,0,1,0,0,0,0,0
10,147,192,None,0,0,0,0,0,0,0,0,0
10,147,192,>+^+B,0,1,1,0,0,1,0,0,0
10,147,192,!>+!^+!B,0,1,1,0,0,1,0,0,0
10,203,192,None,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,0,0,0,0,0,0
10,147,192,!<,1,0,0,0,0,0,0,0,0
10,147,192,v+<,0,0,0,0,0,0,0,0,0
10,147,192,-,1,0,0,1,0,0,0,0,0
10,203,192,!v+!<,1,0,0,1,0,0,0,0,0
